Season,Matchday,Opponent,Minute,Player,Outcome,Distance,BodyPart,Notes,SCA1,SCA1Event,SCA2,SCA2Event
2019/20,16,Man Utd,13,Gabriel Jesus,Blocked,7,Right Foot,,Bernardo Silva,Pass (Live),David Silva,Pass (Live)
2019/20,16,Man Utd,19,Gabriel Jesus,Blocked,17,Right Foot,,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
2019/20,16,Man Utd,25,Bernardo Silva,Blocked,13,Right Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,16,Man Utd,25,Raheem Sterling,Blocked,9,Right Foot,,,,,
2019/20,16,Man Utd,33,Bernardo Silva,Blocked,23,Left Foot,,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live)
2019/20,16,Man Utd,34,David Silva,Saved,24,Left Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,16,Man Utd,38,Gabriel Jesus,Off Target,8,Head,Diving header,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
2019/20,16,Man Utd,40,Kevin De Bruyne,Off Target,26,Right Foot,Free kick,Raheem Sterling,Fouled,John Stones,Pass (Live)
2019/20,16,Man Utd,43,David Silva,Saved,27,Left Foot,Free kick,Rodri,Fouled,Fernandinho,Pass (Live)
2019/20,16,Man Utd,47,Angeliño,Off Target,29,Left Foot,,Kyle Walker,Pass (Live),,
2019/20,16,Man Utd,55,Kevin De Bruyne,Blocked,11,Right Foot,,Rodri,Pass (Live),,
2019/20,16,Man Utd,64,Rodri,Saved,19,Right Foot,,Kevin De Bruyne,Pass (Live),Angeliño,Pass (Live)
2019/20,16,Man Utd,65,Raheem Sterling,Blocked,19,Right Foot,,David Silva,Pass (Live),Rodri,Pass (Live)
2019/20,16,Man Utd,65,Riyad Mahrez,Off Target,5,Left Foot,Half volley,Raheem Sterling,Shot,,
2019/20,16,Man Utd,73,Nicolás Otamendi,Off Target,5,Head,Diving header,David Silva,Pass (Live),Riyad Mahrez,Pass (Dead)
2019/20,16,Man Utd,76,Angeliño,Blocked,13,Left Foot,,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,16,Man Utd,85,Nicolás Otamendi,Goal,6,Head,,Riyad Mahrez,Pass (Dead),,
2019/20,16,Man Utd,86,Riyad Mahrez,Saved,13,Left Foot,,İlkay Gündoğan,Pass (Live),,
2019/20,16,Man Utd,90+5,İlkay Gündoğan,Blocked,6,Left Foot,Half volley,Kevin De Bruyne,Pass (Live),Kevin De Bruyne,Dribble
2019/20,17,Arsenal,2,Kevin De Bruyne,Goal,15,Right Foot,Half volley,Gabriel Jesus,Pass (Live),Fernandinho,Pass (Live)
2019/20,17,Arsenal,15,Raheem Sterling,Goal,6,Left Foot,Half volley,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,17,Arsenal,22,İlkay Gündoğan,Off Target,29,Right Foot,Half volley,,,,
2019/20,17,Arsenal,40,Kevin De Bruyne,Goal,23,Left Foot,,Kevin De Bruyne,Fouled,Phil Foden,Pass (Live)
2019/20,17,Arsenal,43,Kevin De Bruyne,Saved to Post,26,Right Foot,,Phil Foden,Fouled,Phil Foden,Dribble
2019/20,17,Arsenal,45,Phil Foden,Blocked,9,Head,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,17,Arsenal,52,Gabriel Jesus,Off Target,15,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,17,Arsenal,55,Kevin De Bruyne,Blocked,18,Left Foot,,İlkay Gündoğan,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,17,Arsenal,62,Gabriel Jesus,Saved,17,Left Foot,,,,,
2019/20,17,Arsenal,62,Raheem Sterling,Blocked,17,Right Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Shot
2019/20,17,Arsenal,75,Raheem Sterling,Blocked,24,Right Foot,,Bernardo Silva,Pass (Live),Nicolás Otamendi,Pass (Live)
2019/20,17,Arsenal,77,Kevin De Bruyne,Saved,25,Right Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,17,Arsenal,86,Riyad Mahrez,Saved,8,Right Foot,,Raheem Sterling,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,17,Arsenal,90,Raheem Sterling,Off Target,14,Left Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live
2019/20,18,Leicester,3,İlkay Gündoğan,Off Target,28,Right Foot,,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,18,Leicester,12,Riyad Mahrez,Blocked,14,Left Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,18,Leicester,13,Riyad Mahrez,Wayward,21,Right Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble
2019/20,18,Leicester,14,Kevin De Bruyne,Woodwork,21,Right Foot,,Riyad Mahrez,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,18,Leicester,15,Riyad Mahrez,Saved,16,Right Foot,Deflected,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,18,Leicester,17,Gabriel Jesus,Saved,3,Left Foot,,Riyad Mahrez,Pass (Live),Riyad Mahrez,Dribble
2019/20,18,Leicester,17,Gabriel Jesus,Saved,8,Head,,Benjamin Mendy,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,18,Leicester,25,Raheem Sterling,Saved,2,Right Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,30,Riyad Mahrez,Goal,21,Left Foot,Deflected,Benjamin Mendy,Pass (Live),Kyle Walker,Pass (Live)
2019/20,18,Leicester,36,Riyad Mahrez,Off Target,24,Left Foot,Free kick,Kevin De Bruyne,Fouled,Kevin De Bruyne,Dribble
2019/20,18,Leicester,37,Kevin De Bruyne,Blocked,16,Right Foot,,Raheem Sterling,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,40,Kevin De Bruyne,Saved,21,Right Foot,,Raheem Sterling,Pass (Live),,
2019/20,18,Leicester,43,İlkay Gündoğan (pen),Goal,12,Right Foot,,Raheem Sterling,Fouled,Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,54,Riyad Mahrez,Saved,18,Left Foot,,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,18,Leicester,56,Raheem Sterling,Blocked,12,Right Foot,,Kyle Walker,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,58,Riyad Mahrez,Off Target,14,Left Foot,Half volley,Benjamin Mendy,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,18,Leicester,66,Riyad Mahrez,Saved,18,Left Foot,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,18,Leicester,69,Gabriel Jesus,Goal,2,Left Foot,Open goal,Kevin De Bruyne,Pass (Live),Kevin De Bruyne,Dribble
2019/20,18,Leicester,73,Riyad Mahrez,Blocked,19,Left Foot,,İlkay Gündoğan,Pass (Live),,
2019/20,18,Leicester,74,Nicolás Otamendi,Off Target,5,Head,,Kevin De Bruyne,Pass (Dead),Riyad Mahrez,Shot
2019/20,18,Leicester,75,Kevin De Bruyne,Saved,17,Left Foot,,Benjamin Mendy,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,18,Leicester,80,Riyad Mahrez,Blocked,10,Left Foot,,Riyad Mahrez,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,18,Leicester,81,Gabriel Jesus,Saved,8,Right Foot,,Riyad Mahrez,Pass (Live),Rodri,Pass (Live)
2019/20,19,Wolves,25,Raheem Sterling (pen),Saved,12,Right Foot,,Riyad Mahrez,Fouled,Rodri,Pass (Live)
2019/20,19,Wolves,25,Raheem Sterling,Goal,6,Right Foot,Open goal,Raheem Sterling,Shot,,
2019/20,19,Wolves,29,Raheem Sterling,Off Target,15,Right Foot,Half volley,Fernandinho,Pass (Live),Rodri,Pass (Live)
2019/20,19,Wolves,50,Raheem Sterling,Goal,13,Right Foot,Lob,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
2019/20,19,Wolves,66,Kevin De Bruyne,Off Target,21,Right Foot,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,19,Wolves,90+1,Bernardo Silva,Blocked,21,Right Foot,Half volley,İlkay Gündoğan,Pass (Live),Kyle Walker,Pass (Live)
2019/20,19,Wolves,90+3,Raheem Sterling,Woodwork,22,Right Foot,Free kick,Raheem Sterling,Fouled,,
